ID,Year,MemberState,MfrGroup,MfrHarmonised,ApprovalNo,Make,CommercialName,Registrations,CO2,Mass,Wheelbase,SteeringAxle,OtherAxle,FuelType,FuelMode,EngineSize,Power,TechnolType,ITReduction
5511,2,RO,BMW GROUP,BMW AG,E1*2007/46*0283*07,BMW,118D,1,122,1456,2917,1388,1598,DIESEL,M,1805,111, ,-1
5512,2,RO,BMW GROUP,BMW AG,E1*2007/46*0314*07,BMW,318D,10,121,1570,3047,1408,1628,DIESEL,M,1805,111, ,-1
5513,2,RO,BMW GROUP,BMW AG,E1*2007/46*0563*02,MINI,COOPER D,1,119,1435,2815,1400,1602,DIESEL,M,1446,87, ,-1
5514,2,RO,BMW GROUP,BMW AG,E1*2007/46*0316*09,BMW,435I XDRIVE,1,187,1737,3047,1415,1618,PETROL,M,2696,239, ,-1
5515,2,RO,BMW GROUP,BMW AG,E1*2007/46*0363*05,BMW,528I XDRIVE,1,167,1857,3219,1460,1672,PETROL,M,1807,191, ,-1
5516,2,RO,BMW GROUP,BMW GMBH,E1*2007/46*0361*04,BMW,M6,2,240,2009,3092,1488,1657,PETROL,M,3977,437, ,-1
5517,2,RO,BMW GROUP,BMW AG,E1*2007/46*0562*04,BMW,650I XDRIVE,1,222,2103,3219,1460,1711,PETROL,M,3977,350, ,-1
5518,2,RO,BMW GROUP,BMW AG,E1*2007/46*0363*09,BMW,535D XDRIVE,1,154,1951,3219,1460,1672,DIESEL,M,2709,244, ,-1
5519,2,RO,BMW GROUP,BMW AG,E1*2007/46*0314*12,BMW,316I,2,142,1544,3047,1397,1616,PETROL,M,1446,106, ,-1
5520,2,RO,BMW GROUP,BMW AG,E1*2007/46*0363*09,BMW,525D,1,130,1800,3219,1460,1672,DIESEL,M,1805,170, ,-1
5521,2,RO,BMW GROUP,BMW AG,E1*2007/46*0421*05,BMW,X5 XDRIVE30D,111,201,2243,3181,1500,1696,DIESEL,M,2709,191, ,-1
5522,2,RO,BMW GROUP,BMW AG,E1*2007/46*0314*07,BMW,316D,3,121,1570,3047,1397,1616,DIESEL,M,1805,90, ,-1
5523,2,RO,BMW GROUP,BMW AG,E1*2007/46*0315*09,BMW,320D,1,127,1654,3047,1408,1628,DIESEL,M,1805,143, ,-1
5524,2,RO,BMW GROUP,BMW AG,E1*2007/46*0314*11,BMW,318D,3,118,1570,3047,1408,1628,DIESEL,M,1805,111, ,-1
5525,2,RO,BMW GROUP,BMW AG,E1*2007/46*0496*00,MINI,MINI,3,186,1544,2814,1393,1594,PETROL,M,1446,143, ,-1
5526,2,RO,BMW GROUP,BMW AG,E1*2007/46*0276*06,BMW,750LI XDRIVE,1,226,2202,3481,1470,1696,PETROL,M,3977,350, ,-1
5527,2,RO,BMW GROUP,BMW AG,E1*2007/46*0562*04,BMW,640D XDRIVE,1,157,1951,3096,1460,1711,DIESEL,M,2709,244, ,-1
5528,2,RO,BMW GROUP,BMW AG,E1*2007/46*0373*05,BMW,Z4 SDRIVE28I,4,164,1560,2707,1379,1580,PETROL,M,1807,191, ,-1
5529,2,RO,BMW GROUP,BMW AG,E1*2007/46*0315*08,BMW,320D XDRIVE,2,133,1732,3047,1408,1628,DIESEL,M,1805,143, ,-1
5530,2,RO,BMW GROUP,BMW AG,E1*2007/46*0496*03,MINI,COOPER S COUNTRYMAN ALL4,1,186,1544,2814,1393,1594,PETROL,M,1446,143, ,-1
5531,2,RO,BMW GROUP,BMW AG,E1*2007/46*0315*09,BMW,318D XDRIVE,1,136,1706,3047,1397,1616,DIESEL,M,1805,111, ,-1
5532,2,RO,BMW GROUP,BMW AG,E1*2007/46*0275*08,BMW,X1 XDRIVE 20D,2,150,1722,2993,1369,1571,DIESEL,M,1805,143, ,-1
5533,2,RO,BMW GROUP,BMW AG,E1*2007/46*0562*06,BMW,650I XDRIVE,1,228,2144,3096,1460,1682,PETROL,M,3977,350, ,-1
5534,2,RO,BMW GROUP,BMW AG,E1*2007/46*0563*01,MINI,COOPER S,1,172,1466,2815,1393,1594,PETROL,M,1446,143, ,-1
5535,2,RO,BMW GROUP,BMW AG,E1*2007/46*0371*08,MINI,ONE,2,155,1237,2675,1331,1508,PETROL,M,1446,76, ,-1
5536,2,RO,BMW GROUP,BMW AG,E1*2007/46*0315*09,BMW,316I,1,143,1612,3047,1408,1628,PETROL,M,1446,106, ,-1
5537,2,RO,BMW GROUP,BMW AG,E1*2007/46*0275*05,BMW,X1 XDRIVE20D,1,169,1732,2993,1369,1571,DIESEL,M,1805,138, ,-1
5538,2,RO,BMW GROUP,BMW AG,E1*2007/46*0496*05,MINI,COOPER,1,174,1430,2814,1400,1602,PETROL,M,1446,96, ,-1
5539,2,RO,BMW GROUP,BMW AG,E1*2007/46*0369*08,MINI,JOHNCOOPERWORKS ROADSTER,1,175,1346,2675,1326,1502,PETROL,M,1446,165, ,-1
5540,2,RO,BMW GROUP,BMW AG,E1*2007/46*0563*03,MINI,COOPER SD ALL4,3,165,1555,2815,1397,1601,DIESEL,M,1805,111, ,-1
5541,2,RO,BMW GROUP,BMW AG,E1*2007/46*0283*07,BMW,116D,1,123,1482,2917,1388,1598,DIESEL,M,1805,90, ,-1
5542,2,RO,BMW GROUP,BMW AG,E1*2007/46*0562*03,BMW,640D,1,151,1946,3219,1460,1711,DIESEL,M,2709,244, ,-1
5543,2,RO,BMW GROUP,BMW AG,E1*2007/46*0455*07,BMW,530D XDRIVE,1,158,2024,3219,1460,1671,DIESEL,M,2709,202, ,-1
5544,2,RO,BMW GROUP,BMW AG,E1*2007/46*0496*05,MINI,COOPER S ALL4,3,186,1544,2814,1393,1594,PETROL,M,1446,143, ,-1
5545,2,RO,BMW GROUP,BMW AG,E1*2007/46*0363*07,BMW,520I,1,154,1758,3219,1460,1672,PETROL,M,1807,143, ,-1
5546,2,RO,BMW GROUP,BMW AG,E1*2007/46*0373*04,BMW,Z4 SDRIVE 35 IS,1,217,1670,2707,1379,1580,PETROL,M,2696,265, ,-1
5547,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*27,MERCEDES-BENZ,C 250,1,161,1570,2993,1414,1559,Petrol,M,1625,159, ,-1
5548,2,RO,DAIMLER AG,MERCEDES AMG,e1*2007/46*0233*04,MERCEDES-AMG,SLS AMG GT,1,318,1769,2906,1540,1719,Petrol,M,5618,462, ,-1
5549,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0413*15,SMART,FORTWO COUPE MHD,1,101,861,2025,1171,1398,Petrol,M,904,55, ,-1
5550,2,RO,DAIMLER AG,DAIMLER AG,e1*96/79*0064*33,MERCEDES-BENZ,G 350 BLUETEC,2,305,2682,3091,1383,1516,Diesel,M,2703,165, ,-1
5551,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*06,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,4,195,2270,3161,1506,1709,Diesel,M,2703,202, ,-1
5552,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*16,MERCEDES-BENZ,E 250 CDI,1,141,1852,3117,1460,1646,Diesel,M,1939,159, ,-1
5553,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*05,MERCEDES-BENZ,GL 63 AMG,1,298,2692,3335,1511,1711,Petrol,M,4942,435, ,-1
5554,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*27,MERCEDES-BENZ,C 250 CDI,1,129,1685,2993,1414,1559,Diesel,M,1939,159, ,-1
5555,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*03,MERCEDES-BENZ,ML 350 BLUTEC 4 MATIC,1,200,2270,3161,1506,1709,Diesel,M,2703,202, ,-1
5556,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*04,MERCEDES-BENZ,B 180,2,142,1456,2927,1419,1588,Petrol,M,1443,96, ,-1
5557,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*05,MERCEDES-BENZ,VITO,1,199,2283,3470,1488,1675,Diesel,M,1939,127, ,-1
5558,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*19,MERCEDES-BENZ,E 300 BLUETEC HYBRID,1,113,1925,3117,1460,1637,Diesel,M,1939,159, ,-1
5559,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*16,MERCEDES-BENZ,E 300 BLUETEC HYBRID,1,113,1925,3117,1460,1646,Diesel,M,1939,159, ,-1
5560,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*01,MERCEDES-BENZ,ML 250 BLUTEC 4MATIC,1,163,2243,3161,1517,1709,Diesel,M,1939,159, ,-1
5561,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*14,MERCEDES-BENZ,E 200 CDI,1,138,1795,3117,1460,1631,Diesel,M,1939,106, ,-1
5562,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*1007*01,MERCEDES-BENZ,CLA 180,1,130,1456,2927,1415,1588,Petrol,M,1443,96, ,-1
5563,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*12,MERCEDES-BENZ,E350 CDI 4MATIC,1,181,1983,3117,1460,1631,Diesel,M,2703,207, ,-1
5564,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0548*05,MERCEDES-BENZ,SLK 200,2,147,1534,2635,1423,1603,Petrol,M,1625,143, ,-1
5565,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*07,MERCEDES-BENZ,ML 63 AMG,2,285,2447,3161,1517,1709,Petrol,M,4942,410, ,-1
5566,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/116*0501*16,MERCEDES-BENZ,E 220 CDI,3,137,1810,3117,1460,1646,Diesel,M,1939,133, ,-1
5567,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0485*02,MERCEDES-BENZ,CLS 250 CDI,1,139,1863,3117,1458,1646,Diesel,M,1939,159, ,-1
5568,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*18,MERCEDES-BENZ,E 350 BLUETEC 4MATIC,1,165,2040,3117,1460,1637,Diesel,M,2703,196, ,-1
5569,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0485*07,MERCEDES-BENZ,CLS 350 CDI 4MATIC,1,181,2056,3117,1456,1650,Diesel,M,2703,207, ,-1
5570,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0928*03,MERCEDES-BENZ,A 220 CDI,11,119,1550,2927,1419,1595,Diesel,M,1939,133, ,-1
5571,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*18,MERCEDES-BENZ,E 250 CDI 4MATIC,14,148,1925,3117,1460,1637,Diesel,M,1939,159, ,-1
5572,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0354*14,MERCEDES-BENZ,SPRINTER 319 CDI,1,261,2764,4690,1561,1763,Diesel,M,2703,149, ,-1
5573,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0928*02,MERCEDES-BENZ,A 200 CDI,1,120,1539,2927,1423,1595,Diesel,M,1625,106, ,-1
5574,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0480*12,MERCEDES-BENZ,GLK 220 CDI 4MATIC,117,164,1962,2988,1441,1623,Diesel,M,1939,133, ,-1
5575,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*05,MERCEDES-BENZ,A 180,1,131,1456,2927,1423,1606,Petrol,M,1443,96, ,-1
5576,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0928*02,MERCEDES-BENZ,A 200,1,135,1456,2927,1423,1595,Petrol,M,1443,122, ,-1
5577,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0485*10,MERCEDES-BENZ,CLS 350 BLUETEC 4MATIC,1,165,2019,3117,1458,1650,Diesel,M,2703,196, ,-1
5578,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*05,MERCEDES-BENZ,VITO 113 CDI,1,196,2166,3470,1488,1675,Diesel,M,1939,106, ,-1
5579,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0803*02,MERCEDES-BENZ,SL 350,1,175,1758,2803,1460,1648,Petrol,M,3166,239, ,-1
5580,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0200*18,MERCEDES-BENZ,E 350 BLUETEC 4MATIC,1,179,2123,3117,1442,1646,Diesel,M,2703,196, ,-1
5581,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0485*08,MERCEDES-BENZ,CLS 350 CDI 4MATIC,1,181,2056,3117,1456,1643,Diesel,M,2703,207, ,-1
5582,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*04,MERCEDES-BENZ,B 180 CDI,11,116,1570,2927,1419,1588,Diesel,M,1625,85, ,-1
5583,2,RO,DAIMLER AG,DAIMLER AG,e1*2001/116*0480*13,MERCEDES-BENZ,GLK 220 CDI 4MATIK,1,167,1962,2988,1441,1623,Diesel,M,1939,133, ,-1
5584,2,RO,DAIMLER AG,DAIMLER AG,e1*2007/46*0928*02,MERCEDES-BENZ,A 250,1,153,1529,2927,1421,1604,Petrol,M,1802,165, ,-1
5585,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0278*09,ALFA ROMEO,ALFA MITO,4,138,1216,2723,1348,1516,Petrol,M,1238,82, ,-1
5586,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2007/46*0007*09,FIAT,FIAT DOBL ,1,178,1508,2988,1378,1572,Petrol,M,1238,74, ,-1
5587,2,RO,FIAT GROUP AUTOMOBILES SPA,MASERATI,e3*2001/116*0262*09,MASERATI,GRANTURISMO SPORT,1,342,2040,3190,1447,1634,Petrol,M,4245,359, ,-1
5588,2,RO,FIAT GROUP AUTOMOBILES SPA,CHRYSLER,e4*2007/46*0186*07,JEEP,GRAND CHEROKEE SRT8,1,339,2523,3160,1523,1707,Petrol,M,5807,365, ,-1
5589,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2007/46*0027*02,ALFA ROMEO,ALFA GIULIETTA,9,138,1424,2856,1418,1597,Petrol,M,1238,133, ,-1
5590,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0217*30,FIAT,FIAT 500L,2,108,1456,2833,1389,1561,Diesel,M,1129,66, ,-1
5591,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0248*22,FIAT,FIAT BRAVO,1,151,1393,2820,1404,1575,Petrol,M,1238,93, ,-1
5592,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0278*07,ALFA ROMEO,ALFA MITO,1,116,1278,2723,1348,1516,Diesel,M,1129,74, ,-1
5593,2,RO,FIAT GROUP AUTOMOBILES SPA,CHRYSLER,e4*2001/116*0116*14,JEEP,WRANGLER UNLIMITED,16,238,2163,3196,1435,1616,Diesel,M,2512,156, ,-1
5594,2,RO,FIAT GROUP AUTOMOBILES SPA,CHRYSLER,e11*2001/116*0141*14,LANCIA,THEMA,2,191,2127,3310,1481,1686,Diesel,M,2703,187, ,-1
5595,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0248*22,FIAT,FIAT BRAVO,1,138,1336,2820,1404,1575,LPG,M,1238,70, ,-1
5596,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2007/46*0007*03,FIAT,FIAT DOBL ,1,172,1612,2988,1378,1572,Petrol,M,1238,74, ,-1
5597,2,RO,FIAT GROUP AUTOMOBILES SPA,MASERATI,e3*2001/116*0262*08,MASERATI,GRANTURISMO SPORT,2,372,2040,3190,1447,1634,Petrol,M,4245,359, ,-1
5598,2,RO,FIAT GROUP AUTOMOBILES SPA,FIAT GROUP,e3*2001/116*0217*33,FIAT,FIAT 500L,2,108,1435,2833,1389,1561,Diesel,M,1129,66, ,-1
5599,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2001/116*0069*06,FORD,FIESTA,156,111,1247,2699,1362,1521,Diesel,M,1266,55, ,-1
5600,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2007/46*0092*05,FORD,B-MAX,6,113,1364,2699,1362,1523,Diesel,M,1357,58, ,-1
5601,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2007/46*0092*04,FORD,B-MAX,1,154,1422,2699,1362,1523,Petrol,M,1444,82, ,-1
5602,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2007/46*1103*01,FORD,C-MAX,1,159,1555,2872,1423,1613,Petrol,M,1444,98, ,-1
5603,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*25,FORD,KUGA,28,164,1842,2917,1442,1634,Diesel,M,1807,109, ,-1
5604,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*31,FORD,KUGA,48,159,1649,2917,1442,1634,Petrol,M,1444,117, ,-1
5605,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0185*19,FORD,GALAXY,1,148,1889,3091,1449,1650,Diesel,M,1807,109, ,-1
5606,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*34,FORD,KUGA,4,159,1649,2917,1432,1614,Petrol,M,1444,117, ,-1
5607,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2001/116*0069*13,FORD,FIESTA,2,143,1183,2699,1362,1522,Petrol,M,1444,82, ,-1
5608,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*33,FORD,KUGA,6,159,1649,2917,1436,1619,Petrol,M,1444,117, ,-1
5609,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e3*2001/116*0280*09,FORD,KA,19,119,981,2494,1286,1436,Petrol,M,1124,54, ,-1
5610,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0249*11,FORD,MONDEO,2,154,1696,3091,1450,1650,Diesel,M,1807,127, ,-1
5611,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0185*20,FORD,GALAXY,1,195,2009,3091,1449,1650,Diesel,M,1972,156, ,-1
5612,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*32,FORD,KUGA,38,167,1781,2917,1436,1619,Diesel,M,1807,127, ,-1
5613,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2007/46*1138*09,FORD,FOCUS,15,142,1391,2872,1423,1592,Petrol,M,1444,117, ,-1
5614,2,RO,FORD-WERKE GMBH,FORD WERKE GMBH,e11*2001/116*0285*12,FORD,TRANSIT,2,210,2342,4067,1603,1766,Diesel,M,1989,98, ,-1
5615,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*15,CHEVROLET,CRUZE,2,156,1512,2912,1409,1601,Petrol,M,1625,110, ,-1
5616,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0204*10,OPEL,ASTRA GTC,1,151,1568,2923,1448,1631,Petrol,M,1233,109, ,-1
5617,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0374*12,OPEL,INSIGNIA LIMOUSINE HB,1,123,1736,2968,1448,1634,Diesel,M,1770,102, ,-1
5618,2,RO,GENERAL MOTORS,OPEL,e1*2001/116*0379*25,OPEL,CORSA,26,124,1214,2723,1355,1519,Petrol,M,903,51, ,-1
5619,2,RO,GENERAL MOTORS,GENERAL MOTORS COMPANY,e11*ks07/46*0040*05,CHEVROLET,CAMARO COUPE,1,314,1963,3093,1477,1663,Petrol,M,5576,316, ,-1
5620,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0497*04,OPEL,ZAFIRA,1,174,1617,2931,1358,1554,Petrol,M,1625,109, ,-1
5621,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0537*00,OPEL,MOKKA,8,154,1593,2771,1405,1583,Petrol,M,1234,109, ,-1
5622,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0537*02,OPEL,MOKKA,21,133,1665,2771,1405,1583,Diesel,M,1526,102, ,-1
5623,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0113*21,CHEVROLET,CAPTIVA,2,176,2054,2936,1432,1620,Diesel,M,2019,127, ,-1
5624,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0537*04,OPEL,MOKKA,3,154,1567,2771,1405,1583,Petrol,M,1234,109, ,-1
5625,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0204*10,OPEL,ASTRA GTC,1,144,1568,2923,1448,1631,Petrol,M,1233,109, ,-1
5626,2,RO,GENERAL MOTORS,OPEL,e1*2001/116*0379*22,OPEL,CORSA,3,138,1214,2723,1355,1519,Petrol,M,1265,79, ,-1
5627,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0141*17,OPEL,ASTRA,26,123,1617,2912,1406,1594,Diesel,M,1526,86, ,-1
5628,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0204*12,OPEL,ASTRA GTC,1,148,1639,2923,1448,1631,Petrol,M,1446,133, ,-1
5629,2,RO,GENERAL MOTORS,GM KOREA,e4*2007/46*0224*08,CHEVROLET,CHEVROLET ORLANDO,1,154,1747,2993,1446,1632,Petrol,M,1234,109, ,-1
5630,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0374*06,OPEL,INSIGNIA LIMOUSINE HB,2,154,1808,2968,1446,1631,Diesel,M,1770,125, ,-1
5631,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*14,CHEVROLET,CRUZE,2,160,1508,2912,1409,1601,Petrol,M,1446,97, ,-1
5632,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0374*05,OPEL,INSIGNIA LIMOUSINE NB,1,138,1639,2968,1446,1631,Petrol,M,1234,109, ,-1
5633,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0165*05,OPEL,MERIVA,1,175,1617,2867,1358,1551,Petrol,M,1233,93, ,-1
5634,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0374*07,OPEL,INSIGNIA SPORTS TOURER SW,2,133,1895,2968,1446,1631,Diesel,M,1770,102, ,-1
5635,2,RO,GENERAL MOTORS,OPEL,e1*2001/116*0379*19,OPEL,CORSA,1,129,1214,2723,1355,1519,Petrol,M,1112,67, ,-1
5636,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*11,CHEVROLET,CRUZE,13,154,1484,2912,1409,1601,Petrol,M,1446,97, ,-1
5637,2,RO,GENERAL MOTORS,GM KOREA,e4*2007/46*0270*10,CHEVROLET,CHEVROLET AVEO,8,133,1297,2738,1377,1551,Petrol,M,1112,67, ,-1
5638,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0340*02,OPEL,ASTRA,8,139,1454,2931,1358,1520,Diesel,M,1526,86, ,-1
5639,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*12,CHEVROLET,CRUZE,3,160,1513,2912,1409,1601,Petrol,M,1446,97, ,-1
5640,2,RO,GENERAL MOTORS,OPEL,e1*98/14*0170*27,OPEL,VIVARO,1,194,2105,3360,1474,1675,Diesel,M,1805,89, ,-1
5641,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0497*02,OPEL,ZAFIRA,1,174,1639,2931,1358,1554,Petrol,M,1625,109, ,-1
5642,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0374*11,OPEL,INSIGNIA LIMOUSINE NB,5,123,1683,2968,1448,1634,Diesel,M,1770,102, ,-1
5643,2,RO,GENERAL MOTORS,OPEL,e4*2001/116*0118*16,OPEL,ANTARA,1,215,2020,2936,1432,1620,Diesel,M,2019,143, ,-1
5644,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*12,CHEVROLET,CHEVROLET CRUZE,1,135,1546,2912,1409,1601,Petrol,M,1233,109, ,-1
5645,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0141*09,OPEL,ASTRA,1,143,1535,2912,1409,1601,Petrol,M,1234,93, ,-1
5646,2,RO,GENERAL MOTORS,GM KOREA,e4*2007/46*0270*11,CHEVROLET,AVEO,1,133,1281,2738,1377,1551,Petrol,M,1112,67, ,-1
5647,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0141*19,OPEL,ASTRA,1,123,1639,2912,1406,1594,Diesel,M,1526,102, ,-1
5648,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0341*02,OPEL,ASTRA STATION WAGON,10,151,1419,2931,1358,1529,Petrol,M,1446,90, ,-1
5649,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0113*22,CHEVROLET,CHEVROLET CAPTIVA,2,215,2106,2936,1432,1620,Diesel,M,2019,143, ,-1
5650,2,RO,GENERAL MOTORS,GM KOREA,e4*2007/46*0270*11,CHEVROLET,CHEVROLET AVEO,11,98,1390,2738,1377,1551,Diesel,M,1129,74, ,-1
5651,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0141*06,OPEL,ASTRA,1,123,1639,2912,1409,1601,Diesel,M,1526,98, ,-1
5652,2,RO,GENERAL MOTORS,OPEL,e4*2007/46*0204*12,OPEL,ASTRA GTC,2,151,1535,2923,1448,1631,Petrol,M,1233,109, ,-1
5653,2,RO,GENERAL MOTORS,OPEL,e1*2007/46*0141*15,OPEL,ASTRA NOTCHBACK,5,159,1568,2912,1406,1594,Petrol,M,1233,109, ,-1
5654,2,RO,GENERAL MOTORS,GM KOREA,e4*2001/116*0113*22,CHEVROLET,CAPTIVA,1,215,2106,2936,1432,1620,Diesel,M,2019,127, ,-1
5655,2,RO,POOL RENAULT,RENAULT,e2*98/14*0126*67,RENAULT,THALIA ou SYMBOL,197,141,1079,2680,1283,1424,Petrol,M,1040,58, ,-1
5656,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*65,DACIA,DUSTER,8,150,1365,2899,1424,1611,LPG,B,1446,82, ,-1
5657,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*59,DACIA,LOGAN,1,107,1219,2852,1351,1511,Diesel,M,1322,69, ,-1
5658,2,RO,POOL RENAULT,RENAULT,e2*2001/116*0373*43,RENAULT,MEGANE,1,128,1418,2931,1411,1590,Petrol,M,1083,103, ,-1
5659,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*40,DACIA,LOGAN,33,158,1223,2852,1351,1511,E85,F,1446,82, ,-1
5660,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*60,DACIA,SANDERO,130,126,1163,2808,1366,1527,Petrol,M,813,70, ,-1
5661,2,RO,POOL RENAULT,RENAULT,e2*2001/116*0359*31,RENAULT,TWINGO,2,155,1182,2568,1278,1424,Petrol,M,1446,104, ,-1
5662,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*35,DACIA,SANDERO,56,139,1147,2808,1351,1511,Petrol,M,1040,58, ,-1
5663,2,RO,POOL RENAULT,RENAULT,e2*2001/116*0373*28,RENAULT,FLUENCE,89,160,1320,2931,1410,1606,Petrol,M,1446,87, ,-1
5664,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*40,DACIA,SANDERO,6,160,1187,2808,1351,1511,Petrol,M,1446,66, ,-1
5665,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*69,DACIA,DUSTER,30,139,1505,2899,1424,1611,Diesel,M,1322,85, ,-1
5666,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*68,DACIA,DUSTER,3,170,1354,2899,1424,1611,Petrol,M,1446,82, ,-1
5667,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*41,DACIA,LOGAN,2,175,1357,3145,1351,1511,Petrol,M,1446,66, ,-1
5668,2,RO,POOL RENAULT,DACIA,e2*2001/116*0314*62,DACIA,SANDERO,8,108,1249,2808,1366,1527,Diesel,M,1322,70, ,-1
