ID,Year,MemberState,MfrGroup,MfrHarmonised,ApprovalNo,Make,CommercialName,Registrations,CO2,Mass,Wheelbase,SteeringAxle,OtherAxle,FuelType,FuelMode,EngineSize,Power,TechnolType,ITReduction
1,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,E 250 CDI 4MATIC,9,169,1899,3117,1460,1634,Diesel,M,1939,159, ,-1
2,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,CLS 350 CDI,9,164,1894,3117,1458,1646,Diesel,M,2703,207, ,-1
3,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,R 300,1,254,2275,3232,1478,1636,Petrol,M,2711,181, ,-1
4,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,S 250 CDI,11,151,2056,3291,1460,1651,Diesel,M,1939,159, ,-1
5,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 350 BLUETEC,1,195,2040,3117,1446,1634,Diesel,M,2703,165, ,-1
6,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,S 350,1,183,1993,3291,1460,1651,Petrol,M,3166,239, ,-1
7,1,BE,DAIMLER AG,DAIMLER AG,E1*98/14*0,Mercedes-Benz,SL 300,1,224,1894,2776,1432,1580,Petrol,M,2711,181, ,-1
8,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,CLS 250 CDI,1,138,1863,3117,1458,1646,Diesel,M,1939,159, ,-1
9,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 300 4MATIC,1,190,2003,3117,1446,1634,Petrol,M,3166,196, ,-1
10,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES,GLK220CDI,3,183,1925,2988,1430,1613,Diesel,M,1939,127, ,-1
11,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 250 CGI,1,174,1570,2993,1414,1559,Petrol,M,1625,159, ,-1
12,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 350 4MATIC,1,180,1743,2993,1414,1559,Petrol,M,3166,239, ,-1
13,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,A 180,1,156,1315,2785,1420,1590,Petrol,M,1538,90, ,-1
14,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 180 CDI,6,135,1643,2993,1414,1559,Diesel,M,1939,93, ,-1
15,1,BE,DAIMLER AG,DAIMLER AG,E1*98/14*0,Mercedes-Benz,CLC 160,1,184,1555,2944,1390,1505,Petrol,M,1445,101, ,-1
16,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,S 350 CDI 4MATIC,2,218,2118,3291,1460,1651,Diesel,M,2703,165, ,-1
17,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES,E 250 CDI,1,163,1763,2993,1404,1579,Diesel,M,1939,159, ,-1
18,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,GLK 220 CDI,2,160,1868,2988,1435,1613,Diesel,M,1939,127, ,-1
19,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 350 4MATIC,1,190,2009,3117,1446,1634,Petrol,M,3166,239, ,-1
20,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,E 220 CDI,39,148,1863,2993,1404,1579,Diesel,M,1939,127, ,-1
21,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,Viano,1,223,2457,3470,1488,1675,Diesel,M,1939,127, ,-1
22,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 350 CDI,1,175,2030,3117,1446,1634,Diesel,M,2703,207, ,-1
23,1,BE,DAIMLER AG,DAIMLER AG,E11*2001/1,Mercedes-Benz,SLR Roadster,1,360,1904,2928,1495,1613,Petrol,M,4922,488, ,-1
24,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,smart,fortwo cabrio cdi,1,89,913,2025,1171,1390,Diesel,M,723,42, ,-1
25,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,MERCEDES,E250CDI,3,168,1925,3117,1442,1631,Diesel,M,1939,159, ,-1
26,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES BENZ,C 63 AMG,1,294,1873,2998,1432,1586,Petrol,M,5618,380, ,-1
27,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,R 350 4MATIC,1,288,2369,3486,1478,1636,Petrol,M,3166,212, ,-1
28,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,SMART,FORTWO,1,106,861,2025,1152,1398,Petrol,M,904,55, ,-1
29,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES,B180CDI,1,163,1534,3013,1411,1584,Diesel,M,1802,85, ,-1
30,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 300 CDI 4MATIC,1,191,1810,2993,1414,1559,Diesel,M,2703,181, ,-1
31,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,CLS 500 4MATIC,1,231,2024,3117,1458,1646,Petrol,M,4220,319, ,-1
32,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 350,1,164,1685,2993,1414,1559,Petrol,M,3166,239, ,-1
33,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,Mercedes-Benz,C 220 CDI,1,158,1680,2993,1414,1559,Diesel,M,1939,127, ,-1
34,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 200 NGT,1,199,1810,3117,1446,1631,Petrol,M,1625,127, ,-1
35,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES,A180CDI,2,138,1403,2785,1416,1590,Diesel,M,1802,85, ,-1
36,1,BE,DAIMLER AG,DAIMLER AG,E1*2001/11,MERCEDES,C200CDI,1,165,1628,2993,1388,1559,Diesel,M,1944,106, ,-1
37,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 63 AMG,3,309,2030,3117,1446,1634,Petrol,M,5618,410, ,-1
38,1,BE,DAIMLER AG,DAIMLER AG,E1*2007/46,Mercedes-Benz,E 250 CGI,1,168,1810,3117,1446,1634,Petrol,M,1625,159, ,-1
39,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0249*12,FORD,MONDEO,2,190,1607,3091,1450,1650,Petrol,M,1809,114, ,-1
40,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2007/46*1138*01,FORD,FOCUS,2,133,1544,2872,1423,1592,Diesel,M,1807,127, ,-1
41,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0157*16,FORD,FOCUS,2,119,1503,2863,1410,1584,Diesel,M,1412,70, ,-1
42,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E11*2001/116*0284*10,FORD,TRANSIT/TOURNEO,2,215,2139,3579,1592,1766,Diesel,M,1989,109, ,-1
43,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0249*15,FORD,MONDEO,1,154,1633,3091,1450,1650,Petrol,M,1444,125, ,-1
44,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0144*19,FORD,FOCUS,15,119,1492,2863,1410,1584,Diesel,M,1412,70, ,-1
45,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E9*2001/116*0069*05,FORD,FIESTA,1,138,1205,2699,1362,1521,Petrol,M,1444,93, ,-1
46,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E11*2001/116*0285*11,FORD,TRANSIT,1,200,2200,4067,1603,1766,Diesel,M,1989,98, ,-1
47,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0185*15,FORD,S-MAX,4,164,1737,3091,1449,1650,Petrol,M,1444,125, ,-1
48,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E3*2001/116*0280*06,FORD,KA,350,119,1032,2494,1286,1436,Petrol,M,1124,54, ,-1
49,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2001/116*0185*13,FORD,S-MAX,2,195,1957,3091,1449,1650,Diesel,M,1972,156, ,-1
50,1,BE,FORD-WERKE GMBH,FORD WERKE GMBH,E13*2007/46*1138*00,FORD,FOCUS,21,141,1381,2872,1423,1592,Petrol,M,1444,82, ,-1
51,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0114*04,HONDA,Accord,1,214,1622,2933,1446,1634,Petrol,M,2130,157, ,-1
52,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0122*04,HONDA,Accord Tourer,9,158,1700,2933,1446,1634,Diesel,M,1990,117, ,-1
53,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0113*03,HONDA,Accord,162,174,1549,2933,1446,1634,Petrol,M,1807,122, ,-1
54,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0115*06,HONDA,Accord,4,152,1760,2933,1446,1634,Diesel,M,1990,140, ,-1
55,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0130*01,HONDA,INSIGHT,25,104,1331,2760,1364,1516,Petrol,M,1212,69, ,-1
56,1,BE,HONDA MOTOR EUROPE LTD,HONDA UK,E6*2007/46*0013*00,HONDA,JAZZ,1,127,1180,2706,1364,1516,Petrol,M,1084,70, ,-1
57,1,BE,HONDA MOTOR EUROPE LTD,HONDA UK,E11*2001/116*0255*04,HONDA,CIVIC 5DR,1,139,1312,2841,1373,1552,Petrol,M,1212,78, ,-1
58,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E11*2001/116*0271*03,HONDA,Civic 4dr Hybrid,2,113,1427,2928,1373,1588,Petrol,M,1212,74, ,-1
59,1,BE,HONDA MOTOR EUROPE LTD,HONDA UK,E11*2001/116*0298*03,HONDA,CIVIC 3DR,2,142,1443,2841,1373,1572,Diesel,M,1995,109, ,-1
60,1,BE,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,E6*2001/116*0130*01,HONDA,Insight,144,104,1331,2760,1364,1516,Petrol,M,1212,69, ,-1
61,1,BE,Toyota-Daihatsu Group,TOYOTA,E6*2001/116*0105*,TOYOTA,RAV4,1,164,1743,2776,1424,1603,Diesel,M,2019,117, ,-1
62,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0350*02,TOYOTA,TOYOTA VERSO,98,144,1722,3015,1405,1583,Diesel,M,1808,99, ,-1
63,1,BE,Toyota-Daihatsu Group,TOYOTA,E6*2001/116*0105*03,TOYOTA,TOYOTA RAV4,8,192,1767,2776,1424,1603,Diesel,M,2019,117, ,-1
64,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0331*05,TOYOTA,TOYOTA AVENSIS,3,155,1529,2928,1415,1593,Petrol,M,1446,103, ,-1
65,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0249,TOYOTA,YARIS,2,124,1174,2668,1342,1501,Petrol,M,1203,79, ,-1
66,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0206*08,LEXUS,LEXUS IS220D,3,149,1711,2960,1401,1578,Diesel,M,2019,138, ,-1
67,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0350*02,TOYOTA,TOYOTA VERSO,9,163,1597,3015,1405,1583,Petrol,M,1446,103, ,-1
68,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0249*,TOYOTA,TOYOTA YARIS,5,114,1179,2668,1342,1501,Diesel,M,1234,70, ,-1
69,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0350*,TOYOTA,VERSO,4,151,1685,3015,1405,1583,Diesel,M,1808,99, ,-1
70,1,BE,Toyota-Daihatsu Group,TOYOTA,E6*2001/116*0089*,TOYOTA,TOYOTA LAND CRUISER (120SERIES),1,251,2113,3026,1437,1619,Diesel,M,2699,135, ,-1
71,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2007/46*0018*00,TOYOTA,TOYOTA AURIS,8,96,1560,2820,1383,1557,Petrol,M,1627,78, ,-1
72,1,BE,Toyota-Daihatsu Group,DAIHATSU,E13*2001/116*0179*06,DAIHATSU,TERIOS,1,187,1351,2798,1323,1501,Petrol,M,1357,82, ,-1
73,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0236*07,TOYOTA,TOYOTA AYGO,2,110,955,2538,1291,1444,Petrol,M,903,53, ,-1
74,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0305*11,TOYOTA,TOYOTA AURIS,6,143,1565,2820,1392,1567,Diesel,M,1808,99, ,-1
75,1,BE,Toyota-Daihatsu Group,DAIHATSU,E13*2003/97*0147*,DAIHATSU,SIRION,6,122,1007,2635,1342,1516,Petrol,M,905,54, ,-1
76,1,BE,Toyota-Daihatsu Group,DAIHATSU,E13*2001/116*0179*06,DAIHATSU,DAIHATSU TERIOS,1,187,1351,2798,1323,1501,Petrol,M,1357,82, ,-1
77,1,BE,Toyota-Daihatsu Group,DAIHATSU,E6*2001/116*0110*04,DAIHATSU,DAIHATSU CUORE,1,107,877,2700,1195,1341,Petrol,M,905,54, ,-1
78,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2007/46*0152*01,TOYOTA,TOYOTA YARIS,10,114,1106,2722,1355,1511,Petrol,M,903,54, ,-1
79,1,BE,Toyota-Daihatsu Group,DAIHATSU,E13*2001/116*0179*08,DAIHATSU,TERIOS,1,185,1352,2798,1323,1501,Petrol,M,1353,80, ,-1
80,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0263*,TOYOTA,TOYOTA URBAN CRUISER,4,133,1257,2668,1355,1531,Petrol,M,1203,79, ,-1
81,1,BE,Toyota-Daihatsu Group,TOYOTA,E11*2001/116*0350*01,TOYOTA,TOYOTA VERSO,110,151,1685,3015,1405,1583,Diesel,M,1808,99, ,-1
82,1,BE,Toyota-Daihatsu Group,TOYOTA,E6*2001/116*0109*02,LEXUS,LEXUS LS600H,1,225,2603,3221,1469,1655,Petrol,M,4497,308, ,-1
83,1,BE,VW Group PC,VOLKSWAGEN,E13*2007/46*1167*02,VOLKSWAGEN; VW,UP!,2,108,969,2610,1289,1447,Petrol,M,904,47, ,-1
84,1,BE,VW Group PC,PORSCHE,E13*2007/46*0970*05,PORSCHE,Panamera Diesel,11,178,2040,3167,1513,1718,Diesel,M,2685,195, ,-1
85,1,BE,VW Group PC,PORSCHE,E13*2007/46*1085*00,Porsche 2020000,Cayenne Turbo,1,279,2343,3139,1516,1721,Petrol,M,4349,391, ,-1
86,1,BE,VW Group PC,SEAT,E9*2001/116*0072*06,SEAT,EXEO,1,175,1560,2865,1383,1559,Petrol,M,1627,93, ,-1
87,1,BE,VW Group PC,AUDI AG,E1*2001/116*0217*29,AUDI,AUDI A3,6,113,1435,2796,1389,1557,Diesel,M,1446,82, ,-1
88,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*20,AUDI,AUDI A5,1,154,1790,2991,1443,1613,Diesel,M,2685,191, ,-1
89,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*21,AUDI,AUDI A5 CABRIOLET,1,154,1810,2991,1443,1613,Petrol,M,1795,165, ,-1
90,1,BE,VW Group PC,SKODA,E11*2001/116*0291*28,SKODA,FABIA,3,153,1375,2661,1295,1450,Petrol,M,1258,140, ,-1
91,1,BE,VW Group PC,QUATTRO,E1*2001/116*0399*05,QUATTRO,AUDI R8,1,368,1873,2874,1497,1642,Petrol,M,4709,410, ,-1
92,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0304*19,VOLKSWAGEN; VW,GOLF PLUS,1,159,1395,2791,1394,1545,Petrol,M,1258,63, ,-1
93,1,BE,VW Group PC,LAMBORGHINI,E3*2001/116*0152*13,LAMBORGHINI,140 GALLARDO,1,341,1607,2776,1457,1677,Petrol,M,4709,437, ,-1
94,1,BE,VW Group PC,VOLKSWAGEN,DE*2007/46*0404*00,VOLKSWAGEN; VW,TOUAREG,4,199,2416,3149,1495,1704,Petrol,M,2710,260, ,-1
95,1,BE,VW Group PC,SKODA,E11*2001/116*0230*38,SKODA,OCTAVIA,25,134,1445,2792,1390,1532,Diesel,M,1716,82, ,-1
96,1,BE,VW Group PC,AUDI AG,E1*2001/116*0254*22,AUDI,AUDI A6 ALLROAD QUATTRO,1,206,2030,3086,1467,1650,Diesel,M,2442,127, ,-1
97,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*22,Audi,A5 Sportback,1,141,1633,3055,1443,1614,Petrol,M,1627,133, ,-1
98,1,BE,VW Group PC,SEAT,E9*2001/116*0050*34,SEAT,ALTEA XL,1,157,1542,2796,1394,1548,Petrol,M,1258,98, ,-1
99,1,BE,VW Group PC,PORSCHE,E13*2007/46*0970*01,Porsche 2020000,Panamera 4,2,232,1977,3167,1513,1718,Petrol,M,3262,234, ,-1
100,1,BE,VW Group PC,QUATTRO,E1*2001/116*0447*02,QUATTRO,AUDI RS5,41,260,1878,2992,1456,1636,Petrol,M,3767,351, ,-1
101,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0468*10,VOLKSWAGEN; VW,PASSAT CC,1,173,1587,2937,1416,1602,Petrol,M,1627,125, ,-1
102,1,BE,VW Group PC,AUDI HUNGARIA,E1*2001/116*0369*11,AUDI,AUDI TT RS,4,204,1617,2672,1423,1596,Petrol,M,2244,265, ,-1
103,1,BE,VW Group PC,BENTLEY,E11*2001/116*0221*14,BENTLEY,CONTINENTAL SUPERSPORTS C,2,401,2614,2977,1481,1703,Petrol,M,5428,492, ,-1
104,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*15,AUDI,AUDI A4,1,133,1680,3055,1416,1585,Diesel,M,1781,106, ,-1
105,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0220*24,VOLKSWAGEN; VW,MULTIVAN STARTLINE,2,199,2120,3253,1478,1665,Diesel,M,1781,80, ,-1
106,1,BE,VW Group PC,BENTLEY,E11*2001/116*0221*15,BENTLEY,CONTINENTAL FLYING SPUR S,1,409,2713,3324,1481,1652,Petrol,M,5428,477, ,-1
107,1,BE,VW Group PC,PORSCHE,E13*2001/116*0137*14,PORSCHE,911 Targa 4S,1,259,1717,2548,1358,1591,Petrol,M,3439,319, ,-1
108,1,BE,VW Group PC,LAMBORGHINI,E3*KS07//46*0075*00,LAMBORGHINI,AVENTADOR,1,411,1842,2928,1570,1747,Petrol,M,5880,547, ,-1
109,1,BE,VW Group PC,SEAT,E9*2001/116*0067*14,SEAT,IBIZA ST,18,113,1278,2677,1321,1481,Diesel,M,1446,82, ,-1
110,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0220*21,VOLKSWAGEN; VW,MULTIVAN,1,223,2247,3253,1478,1665,Diesel,M,1781,109, ,-1
111,1,BE,VW Group PC,PORSCHE,E13*2007/46*0970*00,Porsche 2020000,Panamera S,1,261,1957,3167,1502,1677,Petrol,M,4349,312, ,-1
112,1,BE,VW Group PC,AUDI HUNGARIA,E1*2001/116*0456*07,AUDI,AUDI A3 CABRIOLET,1,118,1570,2796,1389,1557,Diesel,M,1446,82, ,-1
113,1,BE,VW Group PC,SKODA,E11*2001/116*0326*11,SKODA,SUPERB,1,165,1637,2991,1403,1552,Diesel,M,1781,109, ,-1
114,1,BE,VW Group PC,SEAT,E9*2001/116*0072*06,SEAT,EXEO ST,5,144,1633,2865,1383,1559,Diesel,M,1781,111, ,-1
115,1,BE,VW Group PC,PORSCHE,E13*2007/46*1085*04,PORSCHE,Cayenne S,14,253,2233,3139,1525,1750,Petrol,M,4349,312, ,-1
116,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0211*25,VOLKSWAGEN; VW,TOURAN,18,159,1603,2901,1401,1550,Petrol,M,1258,109, ,-1
117,1,BE,VW Group PC,PORSCHE,E13*2001/116*0177*09,PORSCHE,911 GT2 RS,1,293,1508,2548,1377,1597,Petrol,M,3258,484, ,-1
118,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0220*25,VOLKSWAGEN; VW,KOMBI,35,199,2062,3253,1477,1663,Diesel,M,1781,66, ,-1
119,1,BE,VW Group PC,SEAT,E9*2001/116*0067*16,SEAT,IBIZA,1,113,1221,2677,1321,1481,Diesel,M,1446,82, ,-1
120,1,BE,VW Group PC,PORSCHE,E13*2001/116*0137*13,PORSCHE,911 Carrera S,1,248,1597,2548,1356,1558,Petrol,M,3439,300, ,-1
121,1,BE,VW Group PC,SEAT,E9*2001/116*0052*26,SEAT,LEON,1,123,1424,2796,1392,1551,Diesel,M,1446,70, ,-1
122,1,BE,VW Group PC,PORSCHE,E13*2001/116*0137*15,PORSCHE,911 Carrera 4S,10,255,1654,2548,1367,1601,Petrol,M,3439,300, ,-1
123,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*18,AUDI,AUDI A4,1,180,1659,3055,1416,1585,Petrol,M,1627,93, ,-1
124,1,BE,VW Group PC,PORSCHE,E13*2001/116*0141*12,PORSCHE,Boxster S,1,238,1492,2619,1365,1581,Petrol,M,3109,250, ,-1
125,1,BE,VW Group PC,AUDI AG,E1*2001/116*0430*18,AUDI,AUDI A4 ALLROAD QUATTRO,11,169,1779,3053,1447,1626,Diesel,M,1781,111, ,-1
126,1,BE,VW Group PC,SEAT,E9*2001/116*0072*09,SEAT,EXEO ST,1,151,1675,2865,1383,1559,Diesel,M,1781,111, ,-1
127,1,BE,VW Group PC,AUDI AG,E1*2001/116*0254*22,AUDI,AUDI A6,1,156,1737,3098,1451,1653,Diesel,M,1781,106, ,-1
128,1,BE,VW Group PC,VOLKSWAGEN,E1*2007/46*0401*03,VOLKSWAGEN; VW,SHARAN,1,184,1818,3167,1421,1650,Petrol,M,1258,117, ,-1
129,1,BE,VW Group PC,SEAT,E9*2001/116*0067*16,SEAT,IBIZA,1,153,1314,2677,1321,1481,Petrol,M,1258,140, ,-1
130,1,BE,VW Group PC,SEAT,E9*2001/116*0050*26,SEAT,ALTEA,1,147,1544,2796,1392,1551,Diesel,M,1716,82, ,-1
131,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0468*10,VOLKSWAGEN; VW,PASSAT CC,5,144,1649,2937,1416,1602,Diesel,M,1781,106, ,-1
132,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0328*17,VOLKSWAGEN; VW,GOLF,3,113,1515,2791,1394,1542,Diesel,M,1446,82, ,-1
133,1,BE,VW Group PC,SKODA,E11*2001/116*0230*41,SKODA,OCTAVIA,6,141,1346,2792,1390,1532,Petrol,M,1083,82, ,-1
134,1,BE,VW Group PC,PORSCHE,E13*2007/46*0970*04,PORSCHE,Panamera Turbo S,4,279,2160,3167,1513,1718,Petrol,M,4349,430, ,-1
135,1,BE,VW Group PC,SEAT,E9*2001/116*0052*27,SEAT,LEON,2,127,1445,2796,1392,1551,Diesel,M,1446,82, ,-1
136,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0471*07,VOLKSWAGEN; VW,SCIROCCO,5,152,1419,2792,1416,1601,Petrol,M,1258,125, ,-1
137,1,BE,VW Group PC,PORSCHE,E13*2001/116*0137*16,PORSCHE,911 Carrera 4S,1,268,1623,2548,1367,1601,Petrol,M,3439,300, ,-1
138,1,BE,VW Group PC,VOLKSWAGEN,DE*2007/46*0400*03,VOLKSWAGEN; VW,TOUAREG,1,244,2194,3149,1495,1704,Petrol,M,3255,219, ,-1
139,1,BE,VW Group PC,AUDI AG,E1*2007/46*0414*04,AUDI,AUDI A1,2,114,1289,2664,1335,1497,Diesel,M,1446,70, ,-1
140,1,BE,VW Group PC,PORSCHE,E13*2007/46*0970*02,PORSCHE,Panamera Turbo,2,279,2134,3167,1513,1718,Petrol,M,4349,391, ,-1
141,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0252*26,VOLKSWAGEN; VW,CADDY,1,185,1707,3255,1397,1548,Diesel,M,1716,82, ,-1
142,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0211*24,VOLKSWAGEN; VW,TOURAN,1,138,1606,2901,1401,1550,Diesel,M,1446,70, ,-1
143,1,BE,VW Group PC,AUDI AG,E1*2007/46*0284*02,AUDI,AUDI A8,1,206,2160,3245,1488,1666,Diesel,M,3741,274, ,-1
144,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0304*26,VOLKSWAGEN; VW,GOLF PLUS,1,118,1513,2791,1401,1545,Diesel,M,1446,82, ,-1
145,1,BE,VW Group PC,AUDI AG,E1*2007/46*0414*02,AUDI,AUDI A1,5,144,1320,2664,1329,1490,Petrol,M,1258,144, ,-1
146,1,BE,VW Group PC,AUDI AG,E1*2007/46*0436*02,AUDI,AUDI A6,3,196,1894,3168,1473,1655,Petrol,M,2710,234, ,-1
147,1,BE,VW Group PC,PORSCHE,E13*2001/116*0137*15,PORSCHE,911 Targa 4S,1,268,1685,2548,1367,1601,Petrol,M,3439,300, ,-1
148,1,BE,VW Group PC,VOLKSWAGEN,E1*2007/46*0539*04,VOLKSWAGEN; VW,JETTA,4,143,1424,2855,1394,1565,Petrol,M,1258,96, ,-1
149,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0289*16,VOLKSWAGEN; VW,CALIFORNIA,3,205,2466,3253,1478,1665,Diesel,M,1781,80, ,-1
150,1,BE,VW Group PC,SEAT,E9*2001/116*0052*24,SEAT,LEON,17,102,1383,2796,1392,1551,Diesel,M,1446,82, ,-1
151,1,BE,VW Group PC,PORSCHE,E13*2001/116*0141*09,Porsche 2020000,Boxster,1,221,1503,2619,1356,1564,Petrol,M,2618,165, ,-1
152,1,BE,VW Group PC,SKODA,E11*2001/116*0326*15,SKODA,SUPERB,25,118,1590,2991,1410,1560,Diesel,M,1446,82, ,-1
153,1,BE,VW Group PC,AUDI AG,E1*2001/116*0473*04,AUDI,AUDI Q5,1,206,1910,3053,1480,1666,Petrol,M,1795,165, ,-1
154,1,BE,VW Group PC,AUDI AG,E1*2001/116*0217*28,AUDI,AUDI A3,1,154,1430,2796,1389,1557,Petrol,M,1627,125, ,-1
155,1,BE,VW Group PC,AUDI AG,E1*2007/46*0591*02,AUDI,AUDI Q3,27,142,1586,2821,1417,1619,Diesel,M,1781,106, ,-1
156,1,BE,VW Group PC,VOLKSWAGEN,E1*2001/116*0450*11,VOLKSWAGEN; VW,TIGUAN,1,161,1588,2825,1414,1594,Petrol,M,1258,125, ,-1
157,1,DE,DAIMLER AG,DAIMLER AG,e9*2001/11,MERCEDES-BENZ,VIANOCDI2.24-MATIC,1,279,2442,3720,1498,1688,Diesel,M,1944,117, ,-1
158,1,DE,DAIMLER AG,DAIMLER AG,e1*2001/11,MERCEDES-BENZ,C200KOMPRESSOR,1,186,1555,2993,1414,1598,Petrol,M,1625,143, ,-1
159,1,DE,DAIMLER AG,DAIMLER AG,e1*2007/46,MERCEDES-BENZ,ML350BLUETEC4MATIC,1,195,2270,3161,1506,1709,Diesel,M,2703,202, ,-1
160,1,DE,DAIMLER AG,DAIMLER AG,e1*2001/11,SMART,FORTWOCOUPE,1,106,861,2025,1171,1423,Petrol,M,904,48, ,-1
161,1,DE,DAIMLER AG,DAIMLER AG,e9*2001/11,MERCEDES-BENZ,VITO120CDI,1,252,2442,3720,1498,1688,Diesel,M,2703,159, ,-1
